代码,名称,今日涨幅
603488,展鹏科技,10.03
001202,炬申股份,10.02
002131,利欧股份,9.99
002195,岩山科技,5.27
002609,捷顺科技,5.16
605155,西大门,5.13
002945,华林证券,3.61
600722,金牛化工,3.47
002659,凯文教育,2.77
002777,久远银海,2.21
603877,太平鸟,2.04
002457,青龙管业,1.96
603229,奥翔药业,1.27
600055,万东医疗,1.26
601666,平煤股份,0.71
603602,纵横通信,0.43
002833,弘亚数控,0.36
600587,新华医疗,0.3
002649,博彦科技,-0.59
603339,四方科技,-0.6
600236,桂冠电力,-0.62
600955,维远股份,-0.79
603916,苏博特,-0.99
001210,金房能源,-1.09
603108,润达医疗,-1.64
002010,传化智联,-1.84
603012,创力集团,-1.95
603466,风语筑,-2.12
000987,越秀资本,-2.21
603116,红蜻蜓,-2.24
600120,浙江东方,-2.7
002148,北纬科技,-2.75
600602,云赛智联,-3.09
603037,凯众股份,-3.19
000026,飞亚达,-3.73
600589,大位科技,-4.17
002296,辉煌科技,-4.65
002908,德生科技,-5.07
600552,凯盛科技,-5.49
002088,鲁阳节能,-6.57
002757,南兴股份,-7.37
002177,御银股份,-7.86
002413,雷科防务,-9.99
002774,快意电梯,-10.01
