代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
002372,伟星新材,筑底/平量,连跌0天首红,9.38,0.53,17.5,11.8%,0.0%
002405,四维图新,筑底/平量,连跌0天首红,7.91,1.08,28.3,17.3%,-0.1%
