代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
603162,海通发展,筑底/放量,连跌1天首红,9.63,1.11,15.5,39.3%,1.3%
603766,隆鑫通用,筑底/平量,连跌0天首红,11.49,0.54,21.2,22.2%,-1.8%
002412,汉森制药,筑底/平量,连跌0天首红,5.96,0.7,17.5,11.9%,-1.2%
002216,三全食品,筑底/平量,连跌0天首红,11.81,0.77,23.1,10.7%,-0.7%
603277,银都股份,筑底/平量,连跌0天首红,10.27,0.92,25.2,24.2%,0.5%
600721,百花医药,筑底/平量,连跌0天首红,7.07,1.04,22.4,17.9%,0.4%
