代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
600877,电科芯片,筑底/放量,连跌1天首红,14.02,1.09,10.5,16.8%,0.9%
002643,万润股份,筑底/放量,连跌1天首红,14.41,1.2,5.9,13.6%,0.6%
