代码,名称,今日涨幅
603001,奥康国际,10.04
600909,华安证券,10.04
002600,领益智造,10.03
000823,超声电子,10.01
002631,德尔未来,10.01
600497,驰宏锌锗,10.0
002552,宝鼎科技,10.0
603938,三孚股份,10.0
003018,金富科技,10.0
600596,新安股份,9.99
002167,东方锆业,9.99
002643,万润股份,9.98
002803,吉宏股份,9.19
600552,凯盛科技,8.75
000811,冰轮环境,8.41
600353,旭光电子,8.4
600961,株冶集团,7.89
002023,海特高新,7.52
000050,深天马Ａ,7.31
000672,上峰水泥,7.21
603823,百合花,6.67
002068,黑猫股份,6.56
603339,四方科技,5.77
601233,桐昆股份,5.57
600352,浙江龙盛,4.98
002440,闰土股份,4.91
600078,澄星股份,4.85
600641,万业企业,4.66
600397,江钨装备,4.38
603976,正川股份,4.21
002925,盈趣科技,4.19
603949,雪龙集团,3.82
600851,海欣股份,3.81
002414,高德红外,3.73
002654,万润科技,3.69
002810,山东赫达,3.54
603856,东宏股份,3.25
002559,亚威股份,3.23
002493,荣盛石化,3.22
603618,杭电股份,3.16
603898,好莱客,2.79
002297,博云新材,2.56
603980,吉华集团,2.24
603065,宿迁联盛,2.23
600843,上工申贝,2.21
002201,九鼎新材,2.15
603456,九洲药业,1.59
002805,丰元股份,1.39
603588,高能环境,1.37
000070,特发信息,1.0
600999,招商证券,0.9
002174,游族网络,0.86
002206,海 利 得,0.55
603125,常青科技,-0.71
600707,彩虹股份,-0.81
002522,浙江众成,-1.18
600470,六国化工,-1.38
603727,博迈科,-1.86
600428,中远海特,-2.39
002668,TCL智家,-2.76
603995,甬金股份,-3.72
600769,祥龙电业,-8.6
