代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
000821,京山轻机,筑底/平量,连跌1天首红,11.2,0.67,27.7,20.2%,1.1%
600586,金晶科技,筑底/平量,连跌1天首红,5.26,0.82,21.3,18.2%,0.8%
