代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
600530,交大昂立,筑底/放量,连跌2天首红,5.23,1.12,25.6,13.9%,1.2%
002598,山东章鼓,筑底/平量,连跌0天首红,8.16,0.71,22.2,17.9%,-1.3%
002044,美年健康,筑底/平量,连跌0天首红,5.36,0.9,26.3,20.9%,-0.9%
