代码,名称,今日涨幅
603980,吉华集团,10.09
000630,铜陵有色,10.06
002440,闰土股份,10.05
002207,准油股份,10.04
603162,海通发展,10.04
000863,三湘印象,10.02
600916,中国黄金,10.02
603599,广信股份,10.01
603103,横店影视,10.01
600059,古越龙山,10.0
603958,哈森股份,10.0
002995,天地在线,9.99
601212,白银有色,9.99
000506,招金黄金,9.99
603916,苏博特,9.99
600531,豫光金铅,9.98
000554,泰山石油,9.98
002455,百川股份,9.96
600722,金牛化工,9.96
601118,海南橡胶,9.96
002828,贝肯能源,9.82
002131,利欧股份,9.12
002490,山东墨龙,8.07
001979,招商蛇口,8.04
002271,东方雨虹,7.87
601600,中国铝业,7.53
600817,宇通重工,7.4
002237,恒邦股份,7.14
002160,常铝股份,7.09
002734,利民股份,6.98
002244,滨江集团,6.94
002945,华林证券,6.54
002623,亚玛顿,6.49
002043,兔 宝 宝,6.45
600313,农发种业,6.36
002548,金新农,6.29
002129,TCL中环,5.94
002491,通鼎互联,5.93
603488,展鹏科技,5.89
002400,省广集团,5.77
603798,康普顿,5.72
603279,景津装备,5.62
603868,飞科电器,5.5
600618,氯碱化工,5.49
002667,威领股份,5.19
600352,浙江龙盛,4.88
002372,伟星新材,4.86
605155,西大门,4.85
600821,金开新能,4.72
603316,诚邦股份,4.63
600230,沧州大化,4.62
600048,保利发展,4.56
603311,金海高科,4.43
600761,安徽合力,4.3
603898,好莱客,4.29
002645,华宏科技,4.28
601077,渝农商行,4.19
600481,双良节能,4.16
600778,友好集团,4.1
002575,群兴玩具,4.08
600410,华胜天成,3.98
002703,浙江世宝,3.92
002782,可立克,3.9
002624,完美世界,3.42
002279,久其软件,3.1
601665,齐鲁银行,3.02
002493,荣盛石化,2.96
002144,宏达高科,2.81
600598,北大荒,2.8
001322,箭牌家居,2.67
603324,盛剑科技,2.6
000930,中粮科技,2.45
600007,中国国贸,2.41
601838,成都银行,2.34
001316,润贝航科,2.21
603855,华荣股份,2.09
002957,科瑞技术,2.03
002338,奥普光电,1.99
603230,内蒙新华,1.97
600026,中远海能,1.75
000998,隆平高科,1.73
603113,金能科技,1.72
601169,北京银行,1.71
600588,用友网络,1.61
600655,豫园股份,1.55
601390,中国中铁,1.55
600970,中材国际,1.53
600926,杭州银行,1.46
601107,四川成渝,1.44
600371,万向德农,1.41
601636,旗滨集团,1.41
002041,登海种业,1.38
600469,风神股份,1.38
002541,鸿路钢构,1.37
002094,青岛金王,1.33
601952,苏垦农发,1.33
600377,宁沪高速,1.32
600354,敦煌种业,1.27
600640,国脉文化,1.2
605151,西上海,1.12
601857,中国石油,1.11
603601,再升科技,1.1
600127,金健米业,0.99
600725,云维股份,0.99
000983,山西焦煤,0.98
601555,东吴证券,0.95
605090,九丰能源,0.92
600604,市北高新,0.91
002552,宝鼎科技,0.86
000713,国投丰乐,0.85
601128,常熟银行,0.82
000949,新乡化纤,0.8
603727,博迈科,0.76
000599,青岛双星,0.74
000951,中国重汽,0.73
600897,厦门空港,0.68
000429,粤高速Ａ,0.66
603993,洛阳钼业,0.56
002511,中顺洁柔,0.47
002056,横店东磁,0.47
601298,青岛港,0.32
603038,华立股份,0.23
002952,亚世光电,0.0
601969,海南矿业,0.0
603578,三星新材,-0.06
600350,山东高速,-0.1
603181,皇马科技,-0.12
000089,深圳机场,-0.14
603212,赛伍技术,-0.17
002116,中国海诚,-0.18
600490,鹏欣资源,-0.27
002258,利尔化学,-0.28
600909,华安证券,-0.39
002333,罗普斯金,-0.49
600667,太极实业,-0.58
002064,华峰化学,-0.58
002637,赞宇科技,-0.61
600623,华谊集团,-0.79
002911,佛燃能源,-1.12
002540,亚太科技,-1.25
002170,芭田股份,-1.26
603271,永杰新材,-1.4
002203,海亮股份,-1.53
002757,南兴股份,-1.55
600459,贵研铂业,-1.62
600770,综艺股份,-2.06
603058,永吉股份,-2.08
600172,黄河旋风,-2.15
601677,明泰铝业,-2.2
601958,金钼股份,-2.52
002438,江苏神通,-2.6
603132,金徽股份,-2.61
601233,桐昆股份,-2.63
002185,华天科技,-2.63
600076,康欣新材,-2.63
605399,晨光新材,-3.18
002842,翔鹭钨业,-3.47
000815,美利云,-3.5
002861,瀛通通讯,-3.75
600869,远东股份,-3.87
000821,京山轻机,-4.41
603685,晨丰科技,-4.48
002119,康强电子,-5.95
002853,皮阿诺,-7.04
