代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
603687,大胜达,2026-03-23,14.73,10.01%,3.64,30.38
600468,百利电气,2026-03-23,9.06,4.74%,1.27,13.66
603738,泰晶科技,2026-03-23,23.78,3.03%,1.2,14.72
