代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
603158,腾龙股份,2026-03-11,12.25,9.96%,2.0,15.08
601789,宁波建工,2026-03-11,7.3,9.94%,3.6,48.45
600703,三安光电,2026-03-11,17.04,5.77%,1.22,6.56
000890,法尔胜,2026-03-11,9.16,5.17%,1.17,28.01
600470,六国化工,2026-03-11,8.66,5.1%,1.08,25.22
002559,亚威股份,2026-03-11,10.65,2.9%,1.37,8.52
002636,金安国纪,2026-03-11,28.6,2.62%,1.89,8.55
002350,北京科锐,2026-03-11,15.54,2.1%,1.12,16.79
