代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
002667,威领股份,2026-03-06,26.69,10.02%,1.15,15.1
002734,利民股份,2026-03-06,21.77,8.52%,1.35,16.95
600703,三安光电,2026-03-06,16.97,5.21%,2.4,9.66
002800,天顺股份,2026-03-06,24.35,4.02%,1.8,15.59
