代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
603778,国晟科技,2026-03-17,24.79,9.98%,1.19,24.44
002575,群兴玩具,2026-03-17,8.53,5.44%,1.12,26.95
