代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
002969,嘉美包装,2026-03-13,26.47,10.02%,1.09,9.25
002636,金安国纪,2026-03-13,29.05,4.16%,1.19,6.44
002068,黑猫股份,2026-03-13,10.15,3.57%,1.39,8.55
