代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
600590,泰豪科技,2026-03-09,16.99,5.01%,1.9,18.62
600397,江钨装备,2026-03-09,20.47,2.4%,1.08,12.7
600028,中国石化,2026-03-09,7.0,1.74%,1.05,1.14
