代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
002716,湖南白银,2026-03-02,17.37,10.01%,1.45,21.53
002842,翔鹭钨业,2026-03-02,45.72,10.01%,1.08,26.65
601212,白银有色,2026-03-02,11.77,10.0%,1.47,7.02
603861,白云电器,2026-03-02,20.49,9.98%,1.28,7.7
002378,章源钨业,2026-03-02,43.94,8.23%,1.6,12.26
002795,永和智控,2026-03-02,8.62,7.21%,1.15,13.4
600330,天通股份,2026-03-02,17.64,2.86%,1.19,11.79
