代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
000617,中油资本,2026-03-19,10.71,9.96%,1.41,4.42
603803,瑞斯康达,2026-03-19,13.9,5.86%,1.45,32.07
600188,兖矿能源,2026-03-19,20.66,3.66%,1.07,1.86
603421,鼎信通讯,2026-03-19,10.33,3.3%,1.18,13.2
600468,百利电气,2026-03-19,9.15,2.01%,1.86,17.72
002951,金时科技,2026-03-19,15.84,1.93%,1.05,4.33
