代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
603042,华脉科技,2026-03-03,19.76,2.17%,1.26,22.31
002716,湖南白银,2026-03-02,17.37,10.01%,1.45,21.53
002842,翔鹭钨业,2026-03-02,45.72,10.01%,1.08,26.65
601212,白银有色,2026-03-02,11.77,10.0%,1.47,7.02
002378,章源钨业,2026-03-02,43.94,8.23%,1.6,12.26
600330,天通股份,2026-03-02,17.64,2.86%,1.19,11.79
