代码,名称,今日涨幅
002012,凯恩股份,10.03
605055,迎丰股份,10.02
603989,艾华集团,10.02
002706,良信股份,10.02
603578,三星新材,10.0
603115,海星股份,10.0
600353,旭光电子,10.0
002579,中京电子,9.97
600207,安彩高科,8.45
002185,华天科技,7.93
603601,再升科技,6.52
002669,康达新材,6.4
000636,风华高科,6.04
600578,京能电力,5.78
002782,可立克,5.61
002534,西子洁能,5.54
003036,泰坦股份,5.34
002079,苏州固锝,5.21
002655,共达电声,5.17
002406,远东传动,5.17
002745,木林森,5.16
002277,友阿股份,5.09
601958,金钼股份,5.08
000600,建投能源,4.96
600667,太极实业,4.9
002552,宝鼎科技,4.88
002617,露笑科技,4.7
002056,横店东磁,4.56
603637,镇海股份,4.44
600199,金种子酒,4.23
000682,东方电子,3.84
605006,山东玻纤,3.52
603213,镇洋发展,3.22
600889,南京化纤,2.96
603269,海鸥股份,2.73
002106,莱宝高科,2.68
002452,长高电新,2.66
600197,伊力特,2.58
603227,雪峰科技,2.16
603997,继峰股份,2.1
600452,涪陵电力,1.97
002119,康强电子,1.78
000582,北部湾港,1.51
002465,海格通信,1.44
600367,红星发展,1.41
003025,思进智能,1.29
600377,宁沪高速,1.12
603303,得邦照明,1.12
002456,欧菲光,1.08
600021,上海电力,0.98
000027,深圳能源,0.92
002137,实益达,0.91
600642,申能股份,0.82
002962,五方光电,0.81
603990,麦迪科技,0.72
600969,郴电国际,0.5
600707,彩虹股份,0.42
002346,柘中股份,0.0
002077,大港股份,-0.05
603685,晨丰科技,-0.17
600172,黄河旋风,-0.23
000510,新金路,-0.39
002438,江苏神通,-0.45
600483,福能股份,-0.45
600143,金发科技,-0.59
601939,建设银行,-0.87
002585,双星新材,-1.1
000016,深康佳Ａ,-1.4
600730,中国高科,-1.47
600226,亨通股份,-1.49
002121,科陆电子,-1.82
603001,奥康国际,-2.13
603002,宏昌电子,-2.47
002184,海得控制,-2.57
002516,旷达科技,-2.6
603730,岱美股份,-3.03
600635,大众公用,-3.65
600203,福日电子,-4.0
002055,得润电子,-4.93
601615,明阳智能,-5.19
600376,首开股份,-6.37
