代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
601002,晋亿实业,2026-04-14,6.15,4.41%,1.22,8.24
000695,滨海能源,2026-04-14,14.39,3.08%,1.03,9.49
002678,珠江钢琴,2026-04-14,5.91,1.9%,1.12,3.77
