代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
603158,腾龙股份,2026-04-08,12.3,8.47%,1.72,13.74
603687,大胜达,2026-04-08,17.36,5.98%,1.26,20.26
605006,山东玻纤,2026-04-08,9.6,3.78%,1.25,7.57
000155,川能动力,2026-04-08,16.63,2.4%,1.17,6.44
603778,国晟科技,2026-04-08,32.03,1.52%,1.1,22.25
