代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
600158,中体产业,2026-03-31,11.99,10.0%,1.23,13.28
002730,电光科技,2026-03-31,26.5,8.56%,1.23,15.83
600163,中闽能源,2026-03-31,7.62,4.96%,1.2,10.24
000890,法尔胜,2026-03-31,15.43,4.05%,1.52,29.23
603017,中衡设计,2026-03-31,16.32,3.55%,1.61,24.91
605056,咸亨国际,2026-03-31,23.95,2.66%,1.13,2.28
