代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
003018,金富科技,2026-04-22,52.2,10.01%,1.25,8.43
603118,共进股份,2026-04-22,15.16,4.99%,1.3,12.55
003036,泰坦股份,2026-04-22,28.88,4.9%,1.18,7.9
002209,达 意 隆,2026-04-22,17.33,3.15%,1.18,8.09
002203,海亮股份,2026-04-22,18.25,3.05%,1.1,3.14
605166,聚合顺,2026-04-22,11.57,2.3%,1.01,4.6
000967,盈峰环境,2026-04-22,13.65,1.49%,1.2,9.89
