代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
605299,舒华体育,2026-04-24,20.93,5.6%,1.39,14.52
002606,大连电瓷,2026-04-24,14.03,5.17%,2.82,33.81
002752,昇兴股份,2026-04-24,7.43,2.48%,1.35,9.28
002843,泰嘉股份,2026-04-24,26.66,2.26%,1.43,18.79
600736,苏州高新,2026-04-24,8.5,1.55%,2.95,28.0
002952,亚世光电,2026-04-24,26.98,1.31%,1.03,9.6
