代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
000967,盈峰环境,2026-04-17,14.0,7.12%,1.43,11.18
600773,西藏城投,2026-04-17,22.47,6.39%,1.13,6.41
002962,五方光电,2026-04-17,17.35,3.89%,1.15,23.53
002692,远程股份,2026-04-17,6.6,2.33%,1.06,11.45
