代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
605006,山东玻纤,2026-04-08,9.6,3.78%,1.25,7.57
000155,川能动力,2026-04-08,16.63,2.4%,1.17,6.44
