代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
600894,广日股份,筑底/平量,连跌0天首红,7.49,0.54,22.2,16.1%,-0.7%
002029,七 匹 狼,筑底/平量,连跌0天首红,7.9,0.91,20.5,16.4%,-1.2%
002973,侨银股份,筑底/平量,连跌0天首红,10.21,1.03,23.3,21.3%,0.6%
600312,平高电气,筑底/平量,连跌0天首红,16.68,1.18,16.6,19.7%,1.2%
