代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
603617,君禾股份,筑底/平量,连跌1天首红,6.54,0.79,26.0,12.6%,0.5%
600819,耀皮玻璃,筑底/平量,连跌0天首红,5.38,0.8,16.1,23.1%,0.9%
603272,联翔股份,筑底/平量,连跌0天首红,22.08,0.8,22.4,38.7%,-0.1%
002052,同洲电子,筑底/平量,连跌0天首红,8.08,0.9,28.7,19.8%,0.0%
002036,联创电子,筑底/平量,连跌0天首红,6.76,0.91,26.3,25.4%,0.6%
002795,永和智控,筑底/放量,连跌0天首红,6.45,1.17,14.5,25.4%,1.4%
