代码,名称,今日涨幅
002667,威领股份,10.02
002648,卫星化学,10.02
002448,中原内配,10.01
600722,金牛化工,10.0
603269,海鸥股份,10.0
600629,华建集团,5.95
002805,丰元股份,5.69
002631,德尔未来,5.6
002782,可立克,4.95
002800,天顺股份,4.02
000862,银星能源,3.97
002556,辉隆股份,3.86
600222,太龙药业,3.22
603776,永安行,2.89
600714,金瑞矿业,2.86
002483,润邦股份,2.66
600379,宝光股份,2.61
603878,武进不锈,2.61
600603,广汇物流,2.51
605066,天正电气,2.39
600773,西藏城投,2.22
600468,百利电气,2.11
002706,良信股份,2.08
600268,国电南自,1.78
002571,德力股份,1.73
603218,日月股份,1.62
600192,长城电工,1.52
002358,森源电气,0.66
002560,通达股份,0.44
601700,风范股份,0.33
002877,智能自控,0.09
600860,京城股份,-0.44
002125,湘潭电化,-0.8
601611,中国核建,-1.37
603058,永吉股份,-1.97
600236,桂冠电力,-5.77
