代码,名称,今日涨幅
600215,派斯林,10.01
600967,内蒙一机,9.98
600172,黄河旋风,9.97
600403,大有能源,6.35
000065,北方国际,6.2
001324,长青科技,6.0
600894,广日股份,5.95
002755,奥赛康,5.88
002952,亚世光电,5.83
002671,龙泉股份,5.77
600133,东湖高新,5.55
600986,浙文互联,5.34
600640,国脉文化,5.28
603776,永安行,5.27
603918,金桥信息,4.98
600080,金花股份,4.69
603299,苏盐井神,4.64
603313,梦百合,4.42
600825,新华传媒,4.37
603191,望变电气,4.18
002054,德美化工,4.08
002877,智能自控,3.96
600509,天富能源,3.77
603045,福达合金,3.69
601798,蓝科高新,3.66
002457,青龙管业,3.66
000409,云鼎科技,3.48
603616,韩建河山,3.32
000815,美利云,3.31
002743,富煌钢构,3.27
600072,中船科技,3.25
601116,三江购物,3.0
603088,宁波精达,2.81
002685,华东重机,2.64
002063,远光软件,2.44
600405,动力源,2.22
600822,上海物贸,2.1
002852,道道全,2.04
