代码,名称,今日涨幅
600468,百利电气,10.04
002952,亚世光电,10.0
002877,智能自控,10.0
603269,海鸥股份,7.84
600172,黄河旋风,7.61
600236,桂冠电力,7.1
600773,西藏城投,7.0
002350,北京科锐,6.83
600860,京城股份,6.8
002366,融发核电,6.22
002255,海陆重工,5.69
002358,森源电气,5.07
603960,克来机电,5.03
002639,雪人集团,4.77
600268,国电南自,4.74
002245,蔚蓝锂芯,4.48
002560,通达股份,4.46
601218,吉鑫科技,4.33
600714,金瑞矿业,4.3
600379,宝光股份,4.2
600732,爱旭股份,4.02
000803,山高环能,4.0
601700,风范股份,3.71
603045,福达合金,3.7
000890,法尔胜,3.16
000993,闽东电力,3.15
002125,湘潭电化,2.96
002706,良信股份,2.86
600192,长城电工,2.71
600722,金牛化工,2.67
605066,天正电气,2.56
603187,海容冷链,2.3
600603,广汇物流,1.85
603685,晨丰科技,1.77
600152,维科技术,1.59
002413,雷科防务,1.49
002805,丰元股份,1.2
600635,大众公用,0.87
000612,焦作万方,0.73
002198,嘉应制药,0.55
002357,富临运业,0.31
002272,川润股份,-0.28
002556,辉隆股份,-0.3
000862,银星能源,-0.41
600629,华建集团,-0.47
603861,白云电器,-0.71
605222,起帆电缆,-0.94
002246,北化股份,-1.2
600367,红星发展,-2.16
603042,华脉科技,-2.19
