代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
603303,得邦照明,2026-05-29,28.78,10.02%,1.23,2.67
002806,华锋股份,2026-05-29,18.49,9.99%,1.59,31.41
000636,风华高科,2026-05-29,53.03,9.03%,1.33,19.84
002348,高乐股份,2026-05-29,15.37,5.06%,1.89,7.13
003018,金富科技,2026-05-29,67.33,4.26%,1.4,7.33
002552,宝鼎科技,2026-05-29,57.7,3.81%,1.09,11.77
600601,方正科技,2026-05-29,13.43,3.63%,1.5,11.67
002823,凯中精密,2026-05-29,18.2,2.94%,1.08,13.43
