代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
600707,彩虹股份,2026-05-14,10.77,3.06%,1.43,8.34
600522,中天科技,2026-05-14,44.1,1.15%,1.03,10.98
603618,杭电股份,2026-05-08,37.62,10.0%,1.45,13.92
603158,腾龙股份,2026-05-08,15.88,2.85%,2.15,17.73
