代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
001313,粤海饲料,2026-05-20,9.79,10.0%,1.07,4.02
003022,联泓新科,2026-05-20,25.23,5.17%,1.24,4.33
000636,风华高科,2026-05-20,34.0,5.04%,1.7,15.0
603023,威帝股份,2026-05-20,5.15,3.41%,1.04,5.51
600246,万通发展,2026-05-20,14.21,2.08%,1.26,10.95
600903,贵州燃气,2026-05-20,9.83,1.44%,1.8,19.21
603311,金海高科,2026-05-18,25.41,10.0%,2.36,9.62
