代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
002066,瑞泰科技,2026-05-15,26.06,10.0%,1.26,11.07
603779,威龙股份,2026-05-15,9.92,9.98%,2.31,1.59
002918,蒙娜丽莎,2026-05-15,18.63,9.98%,1.73,22.26
600078,澄星股份,2026-05-15,15.47,6.62%,1.05,11.44
603320,迪贝电气,2026-05-15,26.18,6.21%,1.22,6.04
603037,凯众股份,2026-05-15,15.34,5.21%,1.39,9.71
