代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
002951,金时科技,2026-05-12,17.01,2.9%,1.34,3.57
002491,通鼎互联,2026-05-08,20.66,10.01%,1.01,9.8
603618,杭电股份,2026-05-08,37.62,10.0%,1.45,13.92
603158,腾龙股份,2026-05-08,15.88,2.85%,2.15,17.73
