代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
002645,华宏科技,2026-04-30,25.77,9.99%,1.46,8.19
000546,金圆股份,2026-04-30,7.72,4.75%,1.02,18.57
