代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
002805,丰元股份,2026-05-06,25.14,10.02%,2.35,24.87
000967,盈峰环境,2026-05-06,14.93,10.02%,1.27,9.04
002181,粤 传 媒,2026-05-06,18.14,10.01%,1.48,14.09
603045,福达合金,2026-05-06,51.35,10.0%,1.26,6.97
600744,华银电力,2026-05-06,9.0,5.39%,1.15,13.63
000906,浙商中拓,2026-05-06,6.62,4.42%,1.08,6.41
601789,宁波建工,2026-05-06,6.15,4.41%,1.18,17.23
605138,盛泰集团,2026-05-06,7.79,1.17%,1.04,3.82
600623,华谊集团,2026-05-06,10.99,1.01%,1.06,1.99
