代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
600371,万向德农,2026-09-01,13.96,10.01%,1.77,15.59
600172,黄河旋风,2026-09-01,14.64,1.24%,1.03,14.64
601700,风范股份,2026-08-10,7.08,9.94%,1.73,23.82
603577,汇金通,2026-08-10,10.45,5.56%,1.28,3.97
000533,顺钠股份,2026-08-10,12.65,4.29%,1.11,23.86
