代码,名称,今日涨幅
002774,快意电梯,10.04
600775,南京熊猫,10.02
002757,南兴股份,10.0
603488,展鹏科技,10.0
600552,凯盛科技,7.78
603037,凯众股份,7.38
600403,大有能源,6.35
002413,雷科防务,5.86
603108,润达医疗,5.23
600589,大位科技,4.88
603877,太平鸟,4.84
600120,浙江东方,4.43
605228,神通科技,4.36
002082,万邦德,3.83
002457,青龙管业,3.66
600587,新华医疗,3.19
001210,金房能源,3.16
600236,桂冠电力,3.16
002131,利欧股份,2.88
000026,飞亚达,2.57
000948,南天信息,2.42
603116,红蜻蜓,1.77
000983,山西焦煤,1.42
600055,万东医疗,1.28
600602,云赛智联,1.1
002875,安奈儿,1.09
601699,潞安环能,1.07
002659,凯文教育,0.99
002949,华阳国际,0.84
603012,创力集团,0.59
603095,越剑智能,0.54
605007,五洲特纸,0.53
600955,维远股份,0.35
000987,越秀资本,-0.11
603229,奥翔药业,-0.2
002010,传化智联,-0.32
600348,华阳股份,-0.82
002177,御银股份,-1.69
002945,华林证券,-10.0
