代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
000403,派林生物,筑底/平量,连跌0天首红,11.78,0.74,26.5,12.2%,-1.0%
000917,电广传媒,⭐突破/平量,连跌0天首红,8.95,0.87,13.0,12.9%,0.9%
