代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
600966,博汇纸业,筑底/平量,连跌0天首红,6.06,0.58,21.9,15.8%,0.3%
003012,东鹏控股,筑底/平量,连跌0天首红,5.48,0.82,29.5,15.9%,0.0%
