代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
002019,亿帆医药,筑底/平量,连跌2天首红,11.23,0.77,15.8,13.1%,0.4%
002121,科陆电子,筑底/平量,连跌1天首红,7.03,0.84,27.4,20.1%,1.2%
002546,新联电子,⭐突破/放量,连跌1天首红,8.34,0.9,29.9,14.3%,1.5%
601949,中国出版,筑底/平量,连跌0天首红,5.87,0.66,8.6,12.1%,0.0%
000798,中水渔业,筑底/平量,连跌0天首红,9.33,0.75,18.1,14.9%,0.2%
603103,横店影视,筑底/平量,连跌0天首红,20.94,0.81,27.9,18.7%,1.4%
002892,科力尔,筑底/平量,连跌0天首红,10.45,1.01,23.5,10.6%,0.6%
