代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
603187,海容冷链,筑底/平量,连跌0天首红,13.32,0.55,19.7,13.2%,1.2%
000425,徐工机械,筑底/平量,连跌0天首红,9.65,0.61,22.7,10.4%,0.8%
000157,中联重科,筑底/平量,连跌0天首红,7.3,0.84,12.5,17.2%,0.4%
