代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
600676,交运股份,筑底/平量,连跌0天首红,6.71,0.63,22.3,14.5%,-0.4%
603889,新澳股份,筑底/平量,连跌0天首红,5.77,0.82,15.2,40.8%,-1.5%
002884,凌霄泵业,筑底/平量,连跌0天首红,16.51,1.0,25.0,10.1%,0.9%
601898,中煤能源,筑底/平量,连跌0天首红,15.68,1.14,24.1,10.3%,1.4%
