代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
603169,兰石重装,筑底/平量,连跌0天首红,8.43,0.49,16.6,22.7%,1.1%
000798,中水渔业,筑底/平量,连跌0天首红,9.31,0.6,13.0,15.3%,0.5%
002383,合众思壮,筑底/平量,连跌0天首红,9.31,0.65,26.3,12.9%,1.3%
603230,内蒙新华,筑底/平量,连跌0天首红,10.76,0.69,25.0,13.0%,0.5%
601212,白银有色,筑底/平量,连跌0天首红,7.63,0.78,20.2,21.1%,-0.4%
000506,招金黄金,筑底/平量,连跌0天首红,16.0,1.07,22.4,17.3%,1.1%
600057,厦门象屿,筑底/放量,连跌0天首红,7.23,1.16,25.9,11.6%,-0.8%
