代码,名称,今日涨幅
002696,百洋股份,10.04
601886,江河集团,10.04
603038,华立股份,10.01
600833,第一医药,9.99
601199,江南水务,9.98
002739,万达电影,9.97
000973,佛塑科技,9.97
001376,百通能源,9.97
002248,华东数控,9.96
600356,恒丰纸业,9.95
002234,民和股份,8.98
000911,广农糖业,8.79
603917,合力科技,7.22
600178,东安动力,6.95
000953,河化股份,6.64
603808,歌力思,6.09
002131,利欧股份,5.85
002749,国光股份,5.81
600615,鑫源智造,5.61
002165,红 宝 丽,5.29
002614,奥佳华,5.24
603108,润达医疗,5.03
002982,湘佳股份,4.82
605183,确成股份,4.46
603609,禾丰股份,4.36
001201,东瑞股份,4.1
605377,华旺科技,4.1
603237,五芳斋,3.91
002661,克明食品,3.87
603569,长久物流,3.66
002521,齐峰新材,3.65
003016,欣贺股份,3.57
002999,天禾股份,3.52
000876,新 希 望,3.32
600526,菲达环保,3.2
603043,广州酒家,2.36
001205,盛航股份,2.28
603739,蔚蓝生物,2.09
002327,富安娜,2.0
