代码,名称,今日涨幅
000665,湖北广电,10.07
600192,长城电工,10.04
002905,金逸影视,10.04
002757,南兴股份,10.01
603798,康普顿,10.01
600552,凯盛科技,10.0
603037,凯众股份,8.25
002921,联诚精密,6.03
002765,蓝黛科技,6.0
002276,万马股份,5.93
603221,爱丽家居,5.89
002249,大洋电机,5.22
600728,佳都科技,5.0
002100,天康生物,4.97
605555,德昌股份,4.77
603103,横店影视,4.12
603808,歌力思,3.95
002833,弘亚数控,3.88
603926,铁流股份,3.6
601177,杭齿前进,3.47
600292,远达环保,3.34
000159,国际实业,3.08
603025,大豪科技,3.01
000837,秦川机床,2.36
002739,万达电影,2.27
002139,拓邦股份,2.21
605018,长华集团,2.04
002576,通达动力,1.57
002153,石基信息,1.34
