代码,名称,今日涨幅
002054,德美化工,10.05
600841,动力新科,10.05
603608,天创时尚,10.04
002015,协鑫能科,10.03
603729,龙韵股份,10.03
001208,华菱线缆,10.02
603191,望变电气,10.02
600345,长江通信,10.02
002935,天奥电子,10.01
603616,韩建河山,10.01
600391,航发科技,10.0
001212,中旗新材,10.0
603163,圣晖集成,10.0
001400,江顺科技,10.0
603618,杭电股份,9.99
002099,海翔药业,9.99
000777,中核科技,9.99
000525,红太阳,9.98
002129,TCL中环,9.98
600590,泰豪科技,9.97
600185,珠免集团,9.96
600352,浙江龙盛,9.5
605366,宏柏新材,8.53
603992,松霖科技,8.28
002947,恒铭达,8.27
000338,潍柴动力,8.24
603959,百利科技,8.11
002536,飞龙股份,7.84
002723,小崧股份,7.26
600522,中天科技,7.07
002163,海南发展,6.87
601222,林洋能源,6.66
603212,赛伍技术,6.6
600481,双良节能,6.57
600893,航发动力,6.46
603058,永吉股份,6.4
601126,四方股份,6.34
002126,银轮股份,6.27
600353,旭光电子,6.2
603730,岱美股份,6.16
002842,翔鹭钨业,6.11
002144,宏达高科,6.0
002626,金达威,5.98
001226,拓山重工,5.9
601615,明阳智能,5.79
002412,汉森制药,5.67
002420,毅昌科技,5.64
002050,三花智控,5.5
002800,天顺股份,5.3
601865,福莱特,5.06
002531,天顺风能,4.93
002987,京北方,4.7
603358,华达科技,4.68
603912,佳力图,4.64
002472,双环传动,4.57
003033,征和工业,4.56
600207,安彩高科,4.51
601012,隆基绿能,4.47
000156,华数传媒,4.44
603380,易德龙,4.42
002467,二六三,4.36
600113,浙江东日,4.34
600761,安徽合力,4.3
603127,昭衍新药,4.24
600876,凯盛新能,4.23
000586,汇源通信,4.11
603016,新宏泰,4.06
001896,豫能控股,3.99
002703,浙江世宝,3.92
001379,腾达科技,3.91
605399,晨光新材,3.88
000738,航发控制,3.86
002134,天津普林,3.84
601689,拓普集团,3.83
000822,山东海化,3.76
603822,嘉澳环保,3.66
600343,航天动力,3.52
002985,北摩高科,3.52
002430,杭氧股份,3.41
000779,甘咨询,3.37
002165,红 宝 丽,3.34
603012,创力集团,3.33
001366,播恩集团,3.29
603876,鼎胜新材,3.26
000565,渝三峡Ａ,3.24
