代码,名称,今日涨幅
603980,吉华集团,10.08
600841,动力新科,10.05
002438,江苏神通,10.03
002623,亚玛顿,10.02
600884,杉杉股份,10.02
002624,完美世界,10.02
603103,横店影视,10.0
002440,闰土股份,9.99
603618,杭电股份,9.99
002129,TCL中环,9.98
002455,百川股份,9.96
600722,金牛化工,9.95
600352,浙江龙盛,9.5
603959,百利科技,8.11
603212,赛伍技术,6.6
600481,双良节能,6.57
002969,嘉美包装,6.39
002842,翔鹭钨业,6.11
002861,瀛通通讯,6.06
002930,宏川智慧,6.05
002548,金新农,6.01
002144,宏达高科,6.0
002412,汉森制药,5.67
603868,飞科电器,5.5
002531,天顺风能,4.93
603912,佳力图,4.64
000815,美利云,4.59
600510,黑牡丹,4.43
600770,综艺股份,4.43
002467,二六三,4.36
600761,安徽合力,4.3
001210,金房能源,4.03
002703,浙江世宝,3.92
603002,宏昌电子,3.78
603599,广信股份,3.39
000951,中国重汽,2.93
600026,中远海能,2.88
603029,天鹅股份,2.81
002244,滨江集团,2.8
600987,航民股份,2.77
002043,兔 宝 宝,2.65
603421,鼎信通讯,2.64
600059,古越龙山,2.61
603324,盛剑科技,2.6
000558,天府文旅,2.45
002207,准油股份,2.42
002333,罗普斯金,2.26
603176,汇通集团,2.25
001316,润贝航科,2.21
002491,通鼎互联,2.15
600802,福建水泥,2.07
002757,南兴股份,2.05
002957,科瑞技术,2.03
002730,电光科技,2.03
603855,华荣股份,2.01
002338,奥普光电,1.99
603230,内蒙新华,1.89
601665,齐鲁银行,1.87
600234,科新发展,1.84
600847,万里股份,1.8
603041,美思德,1.73
002271,东方雨虹,1.73
002457,青龙管业,1.71
603998,方盛制药,1.68
000429,粤高速Ａ,1.64
605151,西上海,1.55
603316,诚邦股份,1.51
002911,佛燃能源,1.5
002367,康力电梯,1.46
002715,登云股份,1.44
603137,恒尚节能,1.37
002566,益盛药业,1.32
603311,金海高科,1.31
603768,常青股份,1.24
603060,国检集团,1.17
600463,空港股份,1.08
600725,云维股份,0.99
000757,浩物股份,0.95
002945,华林证券,0.94
605090,九丰能源,0.92
002116,中国海诚,0.82
002372,伟星新材,0.81
601838,成都银行,0.67
002593,日上集团,0.67
000042,中洲控股,0.66
001979,招商蛇口,0.66
603162,海通发展,0.59
601169,北京银行,0.56
603326,我乐家居,0.49
002003,伟星股份,0.47
600579,中化装备,0.44
000089,深圳机场,0.42
002083,孚日股份,0.42
600350,山东高速,0.39
600371,万向德农,0.32
600869,远东股份,0.32
601077,渝农商行,0.3
600493,凤竹纺织,0.24
600377,宁沪高速,0.17
601968,宝钢包装,0.17
600313,农发种业,0.13
002952,亚世光电,0.08
601969,海南矿业,0.0
600778,友好集团,0.0
001322,箭牌家居,-0.11
601107,四川成渝,-0.15
600230,沧州大化,-0.18
600007,中国国贸,-0.19
000998,隆平高科,-0.2
601298,青岛港,-0.21
600469,风神股份,-0.27
600926,杭州银行,-0.3
603861,白云电器,-0.36
600897,厦门空港,-0.44
002541,鸿路钢构,-0.5
603601,再升科技,-0.59
000782,恒申新材,-0.65
600814,杭州解百,-0.65
603113,金能科技,-0.69
002041,登海种业,-0.92
603038,华立股份,-0.97
605155,西大门,-1.04
000599,青岛双星,-1.16
000592,平潭发展,-1.29
603271,永杰新材,-1.4
603958,哈森股份,-1.6
002910,庄园牧场,-1.65
603685,晨丰科技,-1.71
002772,众兴菌业,-2.12
002734,利民股份,-2.16
600076,康欣新材,-2.63
603725,天安新材,-3.2
002995,天地在线,-3.49
002853,皮阿诺,-7.04
