代码,名称,今日涨幅
002442,龙星科技,10.04
002036,联创电子,10.04
002806,华锋股份,10.03
600888,新疆众和,10.03
002272,川润股份,10.02
603439,贵州三力,10.01
605500,森林包装,10.01
603976,正川股份,10.0
603115,海星股份,10.0
000417,合百集团,9.99
603936,博敏电子,9.98
603223,恒通股份,9.97
002254,泰和新材,9.86
605303,园林股份,7.77
003036,泰坦股份,7.34
603725,天安新材,6.01
600367,红星发展,5.84
600237,铜峰电子,5.58
002055,得润电子,4.98
000695,滨海能源,4.88
600577,精达股份,4.79
603693,江苏新能,4.67
000859,国风新材,4.64
000716,黑芝麻,4.35
002766,索菱股份,4.28
002917,金奥博,4.27
000159,国际实业,4.26
002952,亚世光电,4.14
002012,凯恩股份,4.13
600226,亨通股份,3.76
603458,勘设股份,3.33
605018,长华集团,2.85
600909,华安证券,2.81
600350,山东高速,2.6
603626,科森科技,2.48
603990,麦迪科技,2.43
000700,模塑科技,2.39
002782,可立克,2.38
002174,游族网络,1.88
600246,万通发展,1.82
603466,风语筑,1.82
000411,英特集团,1.76
600552,凯盛科技,1.37
605399,晨光新材,1.27
603567,珍宝岛,1.19
002457,青龙管业,0.98
603085,天成自控,0.77
600650,锦江在线,0.7
001258,立新能源,0.68
600578,京能电力,0.49
600207,安彩高科,0.45
000429,粤高速Ａ,0.38
605055,迎丰股份,0.37
605555,德昌股份,0.18
601133,柏诚股份,-0.42
603316,诚邦股份,-1.28
600615,鑫源智造,-1.31
000404,长虹华意,-1.42
603938,三孚股份,-1.78
600707,彩虹股份,-2.8
600199,金种子酒,-3.07
600604,市北高新,-8.64
603779,威龙股份,-9.99
