代码,名称,今日涨幅
601700,风范股份,10.05
600769,祥龙电业,10.04
002248,华东数控,10.03
002782,可立克,10.02
600172,黄河旋风,10.02
603803,瑞斯康达,10.0
603421,鼎信通讯,9.99
603778,国晟科技,9.98
601789,宁波建工,9.94
000967,盈峰环境,7.84
002648,卫星化学,7.55
000973,佛塑科技,7.29
600268,国电南自,7.26
002631,德尔未来,6.24
002202,金风科技,6.18
600703,三安光电,5.77
605007,五洲特纸,5.57
600163,中闽能源,5.29
003036,泰坦股份,5.2
000890,法尔胜,5.17
600470,六国化工,5.1
601339,百隆东方,5.1
603588,高能环境,4.27
600629,华建集团,4.11
600522,中天科技,3.84
002125,湘潭电化,3.1
002245,蔚蓝锂芯,3.08
002805,丰元股份,2.81
002887,绿茵生态,2.78
002725,跃岭股份,2.63
002636,金安国纪,2.62
002011,盾安环境,2.44
600158,中体产业,2.39
603012,创力集团,2.34
000600,建投能源,2.31
002706,良信股份,2.3
603817,海峡环保,2.28
600233,圆通速递,2.21
601218,吉鑫科技,2.2
002579,中京电子,2.12
002350,北京科锐,2.1
600886,国投电力,1.88
000048,京基智农,1.82
002418,康盛股份,1.79
002531,天顺风能,1.66
601882,海天精工,1.64
605299,舒华体育,1.51
002056,横店东磁,1.47
603218,日月股份,1.43
000949,新乡化纤,1.32
002730,电光科技,1.26
000155,川能动力,1.16
002511,中顺洁柔,1.12
002576,通达动力,1.03
600152,维科技术,1.03
600241,时代万恒,0.98
002235,安妮股份,0.63
002198,嘉应制药,0.37
603269,海鸥股份,0.28
003025,思进智能,0.13
603042,华脉科技,0.0
000695,滨海能源,-0.15
002520,日发精机,-0.29
002963,豪尔赛,-0.37
002268,电科网安,-0.54
603017,中衡设计,-0.74
002394,联发股份,-0.79
000571,新大洲A,-1.82
002879,长缆科技,-2.22
000586,汇源通信,-2.34
002082,万邦德,-2.66
603110,东方材料,-2.82
