代码,名称,今日涨幅
002624,完美世界,10.02
600118,中国卫星,10.0
603626,科森科技,9.99
603698,航天工程,9.99
002440,闰土股份,9.99
002207,准油股份,2.42
601231,环旭电子,0.16
