代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
605006,山东玻纤,2026-06-10,21.07,10.03%,1.4,15.01
603002,宏昌电子,2026-06-10,18.25,10.01%,2.1,17.6
600063,皖维高新,2026-06-10,8.41,5.65%,1.0,10.97
600110,诺德股份,2026-06-10,12.2,3.3%,1.36,12.9
600667,太极实业,2026-06-10,15.92,1.99%,1.1,16.36
603823,百合花,2026-06-08,32.58,9.99%,1.08,6.37
002700,万憬能源,2026-06-08,8.64,8.27%,1.07,11.09
