代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
603001,奥康国际,2026-06-24,14.14,10.04%,1.0,8.02
603115,海星股份,2026-06-24,119.39,8.37%,1.03,4.21
603618,杭电股份,2026-06-24,54.48,3.16%,1.06,10.35
