代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
003036,泰坦股份,2026-06-05,82.35,10.01%,1.13,7.59
600869,远东股份,2026-06-05,28.51,7.58%,1.19,7.9
002235,安妮股份,2026-06-05,10.6,4.95%,1.21,12.91
002824,和胜股份,2026-06-05,28.4,3.46%,1.5,18.11
600459,贵研铂业,2026-06-05,24.75,2.1%,1.15,10.05
603330,天洋新材,2026-06-04,9.41,10.06%,2.53,22.0
603060,国检集团,2026-06-04,7.21,2.41%,1.04,3.24
