代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
000759,中百集团,2026-06-08,6.27,10.0%,1.32,16.14
603823,百合花,2026-06-08,32.58,9.99%,1.08,6.37
002700,万憬能源,2026-06-08,8.64,8.27%,1.07,11.09
002181,粤 传 媒,2026-06-08,15.63,3.92%,1.08,10.56
002194,武汉凡谷,2026-06-08,12.42,2.31%,1.74,18.03
