代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
603330,天洋新材,2026-06-04,9.41,10.06%,2.53,22.0
002787,华源控股,2026-06-04,30.42,10.02%,2.37,21.4
600367,红星发展,2026-06-04,46.98,9.97%,1.81,21.61
603060,国检集团,2026-06-04,7.21,2.41%,1.04,3.24
002137,实益达,2026-06-04,10.54,1.35%,2.79,39.7
603938,三孚股份,2026-06-04,48.02,1.35%,1.34,12.64
