代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
001210,金房能源,2026-06-02,36.86,10.0%,1.18,11.01
600459,贵研铂业,2026-06-02,23.45,9.99%,1.23,7.55
603618,杭电股份,2026-06-02,42.24,9.89%,1.09,16.65
000510,新金路,2026-06-02,19.58,6.88%,1.45,18.67
603633,徕木股份,2026-06-02,9.06,5.47%,1.53,20.19
002871,伟隆股份,2026-06-02,22.81,3.07%,1.68,9.44
600032,浙江新能,2026-06-02,10.92,2.34%,1.1,4.07
