代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
002203,海亮股份,2026-06-12,23.44,10.0%,2.03,4.63
000510,新金路,2026-06-12,19.37,9.99%,1.42,11.99
000920,沃顿科技,2026-06-12,14.4,6.04%,1.38,7.74
003036,泰坦股份,2026-06-12,82.16,2.46%,1.03,5.88
