代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
600961,株冶集团,2026-06-18,28.82,7.94%,1.14,10.95
601609,金田股份,2026-06-18,13.0,6.82%,1.09,7.53
000759,中百集团,2026-06-18,6.26,3.47%,1.08,16.91
603637,镇海股份,2026-06-18,18.72,2.46%,1.32,7.68
600110,诺德股份,2026-06-18,17.57,2.03%,2.83,28.4
600497,驰宏锌锗,2026-06-18,10.28,1.78%,1.0,5.1
603002,宏昌电子,2026-06-18,23.58,1.64%,1.52,12.51
000630,铜陵有色,2026-06-18,7.65,1.19%,1.03,7.68
