代码,名称,今日涨幅
600662,外服控股,10.08
600785,新华百货,10.03
002119,康强电子,10.03
603078,江化微,10.02
002264,新 华 都,10.01
002842,翔鹭钨业,10.0
002545,东方铁塔,10.0
603000,人民网,9.99
603161,科华控股,9.98
002112,三变科技,9.98
002114,罗平锌电,9.97
002446,盛路通信,9.97
002121,科陆电子,8.45
603896,寿仙谷,6.49
002258,利尔化学,6.42
603135,中重科技,6.26
002716,湖南白银,6.25
002643,万润股份,6.19
600251,冠农股份,5.87
002766,索菱股份,5.86
600961,株冶集团,5.69
002879,长缆科技,5.64
002410,广联达,5.58
603949,雪龙集团,5.51
001210,金房能源,5.44
000510,新金路,5.4
600497,驰宏锌锗,5.37
600595,中孚实业,5.22
600839,四川长虹,5.0
000593,德龙汇能,5.0
601179,中国西电,5.0
002427,尤夫股份,4.77
002131,利欧股份,4.73
000833,粤桂股份,4.72
603356,华菱精工,4.64
002044,美年健康,4.42
000060,中金岭南,4.41
600176,中国巨石,4.38
002846,英联股份,4.35
600650,锦江在线,4.33
600237,铜峰电子,4.27
603125,常青科技,4.2
000338,潍柴动力,4.18
600273,嘉化能源,4.12
601116,三江购物,4.07
603181,皇马科技,3.92
002627,三峡旅游,3.92
601958,金钼股份,3.86
603132,金徽股份,3.83
600847,万里股份,3.8
002357,富临运业,3.74
600983,惠而浦,3.69
002284,亚太股份,3.67
000782,恒申新材,3.65
002451,摩恩电气,3.56
002968,新大正,3.46
603318,水发燃气,3.46
000506,招金黄金,3.35
001979,招商蛇口,3.32
000035,中国天楹,3.32
000739,普洛药业,3.3
603871,嘉友国际,3.3
600773,西藏城投,3.29
002800,天顺股份,3.22
603993,洛阳钼业,3.22
002923,润都股份,3.16
600873,梅花生物,3.15
002782,可立克,3.07
002861,瀛通通讯,2.96
603231,索宝蛋白,2.94
605155,西大门,2.9
603995,甬金股份,2.9
605599,菜百股份,2.89
603276,恒兴新材,2.88
002340,格林美,2.88
002606,大连电瓷,2.81
002452,长高电新,2.76
000758,中色股份,2.74
600148,长春一东,2.71
002215,诺 普 信,2.59
600676,交运股份,2.55
600312,平高电气,2.53
600138,中青旅,2.48
603038,华立股份,2.29
600133,东湖高新,2.26
002237,恒邦股份,2.26
600054,黄山旅游,2.24
603289,泰瑞机器,2.22
002107,沃华医药,2.22
600615,鑫源智造,2.19
002667,威领股份,2.18
600422,昆药集团,2.16
603071,物产环能,2.13
601233,桐昆股份,2.12
002160,常铝股份,2.08
002094,青岛金王,2.06
002734,利民股份,2.03
603801,志邦家居,2.03
002077,大港股份,1.99
002733,雄韬股份,1.99
002540,亚太科技,1.96
601949,中国出版,1.96
601798,蓝科高新,1.94
002064,华峰化学,1.87
600529,山东药玻,1.86
603639,海利尔,1.85
600611,大众交通,1.83
603223,恒通股份,1.8
002355,兴民智通,1.77
002467,二六三,1.76
603630,拉芳家化,1.76
002040,南 京 港,1.76
600333,长春燃气,1.73
600872,中炬高新,1.68
000610,西安旅游,1.68
002532,天山铝业,1.64
002092,中泰化学,1.62
002942,新农股份,1.61
002582,好想你,1.58
600638,新黄浦,1.56
601212,白银有色,1.56
003042,中农联合,1.52
605066,天正电气,1.52
601360,三六零,1.47
600711,盛屯矿业,1.4
603898,好莱客,1.39
000913,钱江摩托,1.39
000422,湖北宜化,1.33
002312,川发龙蟒,1.31
002688,金河生物,1.28
002331,皖通科技,1.26
603609,禾丰股份,1.24
001366,播恩集团,1.19
600352,浙江龙盛,1.17
002439,启明星辰,1.16
600075,新疆天业,1.12
600616,金枫酒业,1.09
001202,炬申股份,1.06
600746,江苏索普,0.98
603706,东方环宇,0.95
600106,重庆路桥,0.93
605169,洪通燃气,0.92
603477,巨星农牧,0.9
600610,中毅达,0.87
603968,醋化股份,0.79
603569,长久物流,0.76
002382,蓝帆医疗,0.67
603041,美思德,0.56
000875,吉电股份,0.44
002399,海普瑞,0.41
600998,九州通,0.37
600219,南山铝业,0.34
601061,中信金属,0.32
000878,云南铜业,0.31
002700,万憬能源,0.29
600258,首旅酒店,0.29
000630,铜陵有色,0.16
000978,桂林旅游,0.14
601886,江河集团,0.11
603759,海天股份,0.09
600499,科达制造,-0.14
000958,电投产融,-0.14
002085,万丰奥威,-0.17
002115,三维通信,-0.26
601858,中国科传,-0.66
002490,山东墨龙,-0.91
002642,荣联科技,-1.0
600797,浙大网新,-1.03
000027,深圳能源,-1.13
600531,豫光金铅,-1.28
603888,新华网,-1.45
002212,天融信,-1.68
002877,智能自控,-1.72
603856,东宏股份,-1.87
603636,南威软件,-2.09
603458,勘设股份,-2.44
002609,捷顺科技,-2.48
600644,乐山电力,-2.66
603598,引力传媒,-2.75
603106,恒银科技,-3.04
002054,德美化工,-3.29
600126,杭钢股份,-3.44
600198,大唐电信,-3.5
002201,九鼎新材,-3.51
000409,云鼎科技,-3.52
002095,生 意 宝,-4.01
002354,天娱数科,-5.53
600589,大位科技,-5.79
605222,起帆电缆,-6.07
600724,宁波富达,-6.19
002769,普路通,-6.6
002400,省广集团,-7.31
600588,用友网络,-7.94
002429,兆驰股份,-9.75
002969,嘉美包装,-9.99
