代码,名称,今日涨幅
600916,中国黄金,10.04
601212,白银有色,10.04
002440,闰土股份,10.03
000815,美利云,10.02
000506,招金黄金,10.01
600230,沧州大化,10.01
000630,铜陵有色,10.01
600531,豫光金铅,10.0
003042,中农联合,10.0
600352,浙江龙盛,9.99
002144,宏达高科,9.98
002237,恒邦股份,9.96
600490,鹏欣资源,9.06
002207,准油股份,8.87
600481,双良节能,8.22
002119,康强电子,7.88
603132,金徽股份,7.79
002064,华峰化学,7.51
002731,萃华珠宝,7.45
600459,贵研铂业,7.2
601969,海南矿业,6.91
002490,山东墨龙,6.79
002667,威领股份,6.47
002782,可立克,6.43
603588,高能环境,6.4
601233,桐昆股份,6.21
002491,通鼎互联,6.09
002552,宝鼎科技,6.04
601677,明泰铝业,5.86
002861,瀛通通讯,5.78
600234,科新发展,5.73
002757,南兴股份,5.71
002715,登云股份,5.64
002842,翔鹭钨业,5.57
002170,芭田股份,5.54
603868,飞科电器,5.5
002828,贝肯能源,5.13
603578,三星新材,5.03
601958,金钼股份,4.99
000949,新乡化纤,4.92
603103,横店影视,4.91
603115,海星股份,4.84
002574,明牌珠宝,4.83
000592,平潭发展,4.78
603685,晨丰科技,4.75
002378,章源钨业,4.63
601857,中国石油,4.6
000017,深中华A,4.51
002538,司尔特,4.5
000951,中国重汽,4.35
001322,箭牌家居,4.32
002493,荣盛石化,4.3
600761,安徽合力,4.3
600667,太极实业,4.26
600869,远东股份,4.25
605399,晨光新材,4.19
002185,华天科技,3.96
002703,浙江世宝,3.92
002541,鸿路钢构,3.79
002372,伟星新材,3.72
603279,景津装备,3.68
000990,诚志股份,3.57
600388,龙净环保,3.37
600602,云赛智联,3.25
600172,黄河旋风,3.21
001979,招商蛇口,3.15
002438,江苏神通,3.09
603212,赛伍技术,3.03
600770,综艺股份,3.02
002203,海亮股份,2.96
002995,天地在线,2.93
002734,利民股份,2.93
601636,旗滨集团,2.88
600452,涪陵电力,2.86
600623,华谊集团,2.85
601298,青岛港,2.82
002339,积成电子,2.8
600909,华安证券,2.79
002244,滨江集团,2.77
002457,青龙管业,2.71
600470,六国化工,2.69
600331,宏达股份,2.68
002161,远 望 谷,2.68
603680,今创集团,2.6
603324,盛剑科技,2.6
002131,利欧股份,2.59
002540,亚太科技,2.57
002606,大连电瓷,2.45
600059,古越龙山,2.27
002911,佛燃能源,2.27
001316,润贝航科,2.21
002957,科瑞技术,2.03
002246,北化股份,2.01
002945,华林证券,2.0
002338,奥普光电,1.99
600641,万业企业,1.99
600522,中天科技,1.94
600377,宁沪高速,1.92
000635,英 力 特,1.88
002575,群兴玩具,1.74
601555,东吴证券,1.69
600926,杭州银行,1.66
603727,博迈科,1.65
600966,博汇纸业,1.64
000550,江铃汽车,1.63
600877,电科芯片,1.61
002096,易普力,1.58
603970,中农立华,1.57
600970,中材国际,1.55
002730,电光科技,1.53
002106,莱宝高科,1.51
601339,百隆东方,1.42
002539,云图控股,1.34
002623,亚玛顿,1.32
600350,山东高速,1.28
000089,深圳机场,1.26
002043,兔 宝 宝,1.24
000582,北部湾港,1.22
000852,石化机械,1.22
002624,完美世界,1.21
603181,皇马科技,1.1
601968,宝钢包装,1.01
601901,方正证券,1.0
600725,云维股份,0.99
605090,九丰能源,0.92
000519,中兵红箭,0.92
000821,京山轻机,0.85
600797,浙大网新,0.83
600929,雪天盐业,0.81
600116,三峡水利,0.74
603310,巍华新材,0.73
002094,青岛金王,0.73
600469,风神股份,0.7
002369,卓翼科技,0.69
000823,超声电子,0.68
600778,友好集团,0.56
600802,福建水泥,0.47
603912,佳力图,0.45
600640,国脉文化,0.42
600897,厦门空港,0.4
002414,高德红外,0.27
000429,粤高速Ａ,0.17
603002,宏昌电子,-0.9
603135,中重科技,-1.13
603271,永杰新材,-1.4
603320,迪贝电气,-2.37
600076,康欣新材,-2.63
603058,永吉股份,-2.64
002853,皮阿诺,-7.04
