代码,名称,今日涨幅
605388,均瑶健康,10.05
600552,凯盛科技,10.04
001330,博纳影业,10.03
002802,洪汇新材,10.02
002297,博云新材,10.01
002203,海亮股份,9.99
603738,泰晶科技,9.99
603278,大业股份,9.98
603178,圣龙股份,9.97
603045,福达合金,7.41
600776,东方通信,7.17
000967,盈峰环境,7.12
002708,光洋股份,6.82
605222,起帆电缆,6.73
002565,顺灏股份,6.59
600773,西藏城投,6.39
600577,精达股份,6.34
600338,西藏珠峰,5.85
603165,荣晟环保,5.82
000030,富奥股份,5.77
600590,泰豪科技,5.74
600497,驰宏锌锗,5.48
000301,东方盛虹,5.46
002062,宏润建设,5.34
002810,山东赫达,5.31
002023,海特高新,5.29
600288,大恒科技,5.18
600151,航天机电,5.1
002669,康达新材,4.93
002824,和胜股份,4.86
002559,亚威股份,4.78
603776,永安行,4.7
600531,豫光金铅,4.2
603335,迪生力,3.83
002531,天顺风能,3.7
001313,粤海饲料,3.56
002272,川润股份,3.47
603819,神力股份,3.45
603633,徕木股份,3.43
600510,黑牡丹,3.27
605007,五洲特纸,3.05
000060,中金岭南,3.05
600595,中孚实业,3.03
600191,华资实业,3.01
601061,中信金属,2.95
603928,兴业股份,2.9
600855,航天长峰,2.88
002725,跃岭股份,2.8
000036,华联控股,2.78
603032,德新科技,2.75
002171,楚江新材,2.61
603085,天成自控,2.59
002579,中京电子,2.57
002010,传化智联,2.54
601002,晋亿实业,2.48
000593,德龙汇能,2.35
000810,创维数字,2.18
002340,格林美,2.17
600601,方正科技,2.1
002631,德尔未来,2.08
002806,华锋股份,2.04
002846,英联股份,1.99
002695,煌上煌,1.98
605208,永茂泰,1.89
002237,恒邦股份,1.88
600749,西藏旅游,1.86
600711,盛屯矿业,1.82
603587,地素时尚,1.79
000630,铜陵有色,1.74
603327,福蓉科技,1.7
000498,山东路桥,1.68
603166,福达股份,1.66
600106,重庆路桥,1.63
002556,辉隆股份,1.58
000829,天音控股,1.57
002519,银河电子,1.56
603328,依顿电子,1.55
600176,中国巨石,1.52
603638,艾迪精密,1.51
600736,苏州高新,1.45
002324,普利特,1.42
603101,汇嘉时代,1.32
000758,中色股份,1.31
001205,盛航股份,1.31
603515,欧普照明,1.29
600281,华阳新材,1.27
603339,四方科技,1.21
600629,华建集团,1.19
002209,达 意 隆,1.09
603162,海通发展,0.92
603386,骏亚科技,0.91
000825,太钢不锈,0.89
002248,华东数控,0.85
000837,秦川机床,0.82
600877,电科芯片,0.7
603006,联明股份,0.68
603703,盛洋科技,0.67
600459,贵研铂业,0.62
000050,深天马Ａ,0.6
002115,三维通信,0.56
600419,天润乳业,0.52
002148,北纬科技,0.52
603305,旭升集团,0.46
600198,大唐电信,0.35
002611,东方精工,0.34
002446,盛路通信,0.29
603985,恒润股份,0.24
603176,汇通集团,0.18
603890,春秋电子,0.16
000561,烽火电子,0.1
002811,郑中设计,0.07
603035,常熟汽饰,-0.28
605300,佳禾食品,-0.46
002842,翔鹭钨业,-0.62
002949,华阳国际,-0.71
002571,德力股份,-0.74
600138,中青旅,-0.75
605337,李子园,-0.9
603399,永杉锂业,-0.93
605018,长华集团,-1.03
600676,交运股份,-1.36
002798,帝欧水华,-1.41
603518,锦泓集团,-1.54
600476,湘邮科技,-1.66
002757,南兴股份,-1.89
002805,丰元股份,-1.94
605055,迎丰股份,-2.04
603637,镇海股份,-2.59
002361,神剑股份,-2.65
603687,大胜达,-2.97
000546,金圆股份,-3.53
605366,宏柏新材,-3.93
002033,丽江股份,-4.57
002333,罗普斯金,-7.2
