代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
600476,湘邮科技,筑底/平量,连跌0天首红,13.89,0.58,27.7,14.3%,0.1%
601566,九牧王,筑底/平量,连跌0天首红,11.7,0.73,20.8,14.9%,0.7%
